ID_Candidato,Nombre,Edad,Experiencia_Laboral,Educacion,Ajuste_Cultural,Liderazgo,Trabajo_en_Equipo,Resolucion_de_Problemas,Adaptabilidad,Pensamiento_Critico,Innovacion
82,Ofelia del Ángel,43,6,Técnico,0.4233364424663817,57.1092608986254,64.81401228647609,2.61123483615886,11.72942347694923,62.11109785431873,42.316143260452996
83,Nazario Marí Calleja,20,1,Universitario,0.9232824157031447,30.664832142861787,91.06037017747185,17.680897662985117,40.654961657174226,93.94144622441536,92.15728342660056
84,Eligio Carlos Campo,27,0,Doctorado,0.07291701192700539,37.86746607065845,41.03783753889599,11.036786868922732,19.17252239526381,35.169148132675396,92.85732577409865
85,Calixta del Luján,43,18,Universitario,0.8032590716789518,71.48429288450242,53.75906601353175,80.09850039758747,33.81429871488177,75.94793021797209,78.52445821625993
86,Clementina Paca Novoa Frutos,30,3,Maestría,0.21523273210573268,36.65172035546204,26.821512276050928,34.61261525661536,2.666920401982309,31.469808247726373,9.852029149559316
87,José Antonio Torres-Iglesias,36,1,Técnico,0.324027955633848,22.776040309328828,28.65570241451274,7.884651827199662,12.673238226489936,80.38683811816081,2.4714957464907483
88,Arturo Roda Lloret,27,13,Doctorado,0.5194297289673083,10.18373415997994,4.603378156136251,26.548020453967926,45.47568501392605,75.99847243942358,13.659005789916057
89,Abel Múgica Castrillo,54,1,Maestría,0.7826550110555796,72.89330117180371,28.60689422985063,68.28080860699093,89.81899210357803,76.56327716250925,32.18239969004919
90,Cecilio Sala-Roma,54,14,Secundaria,0.8385349076537366,18.056501667522472,6.3828689590657905,74.56352721723555,49.05816216008606,99.77080680019068,24.143185919747545
91,Adelia de Benet,52,11,Maestría,0.5837322501601249,6.964826992629758,96.39157905858296,11.986512984952135,45.307746870788414,14.051757180641445,36.9759170162247
92,Leandro Araujo Peiró,24,4,Universitario,0.4030354889346852,42.695444549647696,62.42632353761045,77.85664399339335,78.7569392971489,38.883923312269474,14.307702605271722
93,Mamen Colomer-Ropero,58,19,Técnico,0.9465024214032101,3.9570961811353778,17.314856118629407,37.055915821707806,26.78300769359557,63.08121666584155,75.2503149113981
94,Alfonso Mendez Pastor,47,6,Técnico,0.24652129583936833,96.49980583428868,11.676635982033511,67.93826689350033,9.506874922485608,59.04754724435436,84.52965249643374
95,Vinicio Pallarès Gallo,26,9,Maestría,0.8030945758806354,62.72929675748398,37.01226204775434,67.15077892969441,20.957262033667913,78.06330846062137,48.795255332962874
96,Nazario de Otero,28,13,Secundaria,0.6120496214481532,15.26968104465608,30.764732461884137,79.35927210776393,79.13008369492825,4.690958174587667,95.65267482167172
97,Verónica del Cortes,27,13,Universitario,0.37689501688521376,17.245408644846083,27.9254780914453,69.71827803090463,67.70479250936182,70.50511687742814,12.034444993515637
98,Toni de Elorza,31,4,Maestría,0.0013679843635368005,56.98284802728454,46.81960449310212,3.8868356672500215,9.153318225403584,73.77239566223398,10.581389312695011
99,Aitana Escobar Márquez,53,17,Maestría,0.4465993013486268,35.65657573377936,91.28738429764634,51.94811108895483,66.70931602834497,6.110111595134815,20.039915116096097
100,Rosario Hurtado Lasa,52,13,Técnico,0.27671999754229926,77.42667441877137,56.80502544030297,16.618117347097183,93.1551484884375,53.86823572318637,98.19125566838188
101,Rufino Campoy Piñeiro,42,1,Universitario,0.10434661332556061,54.580648561891664,52.12315045866192,96.99645374926902,4.495495600135612,24.49927044890795,41.64978118324392
102,Timoteo Sosa Girón,43,11,Secundaria,0.07515856533808485,43.33338755249413,80.6548435161058,25.583453851109784,61.641809591783556,80.16272613713299,92.41058055393671
103,Sebastian Seguí,56,5,Técnico,0.34755832731160197,96.29802480652717,0.40246115968891605,42.01073512692231,37.9164569782912,4.961360619375443,20.200975420409385
104,Encarnación Goñi Gisbert,54,3,Maestría,0.6147573887406486,39.0729056209689,19.738566915523347,19.670215177343742,50.103145901350544,14.616414729596528,84.61031400809817
105,Narciso Ferrando Pujadas,59,12,Técnico,0.8375193153647736,40.061092379734355,49.61859343888361,13.458913381796322,52.81788159786876,10.445377128987266,31.001836974377316
106,Eligia Baños Lorenzo,41,3,Técnico,0.1835632449473269,66.5772421060789,70.53090605220666,60.09296006037103,77.10460974673539,6.521770545158434,73.43994041991076
107,Miguela Vergara Pulido,46,13,Doctorado,0.42464397130904963,80.94785841221682,48.502819493963834,49.31796487415207,55.701251977293886,60.0073663017371,97.44618166227372
108,Eusebia de Carlos,54,15,Técnico,0.3919561401421522,62.62149908585452,16.371598130087715,37.46597341030413,59.30856281251098,86.85469225615354,93.3024643981102
109,Chuy Lara-Arenas,20,3,Técnico,0.5133940092085156,69.86102220544285,92.99828176615765,8.54190221515253,33.29118437718095,51.09731246645378,83.13281279796215
110,Marc Rovira Ojeda,54,0,Universitario,0.8095872708095528,37.29315685666111,32.866513110544524,73.5959364668568,12.594529778427543,21.058152191418333,5.020611951497322
111,Isa Vidal Carlos,56,12,Técnico,0.5536452179992348,47.94968364782597,78.8215681394504,0.5856297898418905,68.27323334218323,34.379626849197166,60.7769881837106
112,Ximena Falcón Iñiguez,33,3,Secundaria,0.8466549135022942,19.70350864679633,89.14133345976127,45.766158832931836,0.048214047845163144,36.03662220700541,83.54481891113258
113,Paulino Rubio Abellán,22,19,Maestría,0.5185517560689777,68.02464906985234,34.64493776886665,63.25719807953342,32.87171694903692,45.163539766429594,39.932658980730636
114,Ángela Figueras,20,17,Universitario,0.6038473651812715,22.145194042670944,84.53117813301047,43.07108356093469,21.804395442465996,42.053836594992255,73.11879486031434
115,Irene Becerra Murillo,24,5,Técnico,0.43738324249298977,0.1256795393811183,71.07736831667975,12.620898391119418,38.85334407561275,67.11512523908763,13.811317913449116
116,Estefanía Narcisa Casanovas Mas,45,2,Secundaria,0.8230955802956337,93.37621198067512,90.4280836662006,77.8249886185035,31.126802706382563,33.991217103651,17.67651055745757
117,Esmeralda Real,33,12,Maestría,0.9238272063646527,30.60152412145538,25.131070172297765,32.39439523036217,70.42170797522591,66.2965392811886,64.37094974122003
118,Graciana Marqués Castejón,58,15,Universitario,0.6391447381231457,19.66320424660023,93.12776061382758,13.475555118193306,26.020605058643643,54.67734509950647,43.71110202378215
119,Humberto Pinilla,46,4,Secundaria,0.8207824491729039,26.81467309657759,6.530647666993028,55.02658147464038,56.07503455874625,4.850884705099356,21.82512554742553
120,Mario Mascaró Ramis,28,3,Técnico,0.059003333999100294,33.04476976186476,79.36712853056488,1.917155756401523,45.57704300579364,91.96720842164606,28.287398929063468
121,Serafina de Mateu,34,7,Doctorado,0.9061117514466576,47.45464264481737,43.566502070163274,32.40636907449444,80.10575053355227,17.795739357475405,61.89186423344151
122,Cruz Ildefonso Montserrat Sola,34,18,Doctorado,0.18892506683912458,6.935167101859663,17.788996685296066,75.0642369593401,42.80924878621658,45.152885593918604,72.53707861135217
123,Isaura García Vicente,45,13,Universitario,0.25652042732580793,5.267315620545087,7.940295510267958,91.27113293641744,86.3876077931563,94.7597201228367,20.76141656074354
124,Rosalina Doménech Blazquez,32,6,Secundaria,0.05333006820674624,29.29107655380726,38.95475138989381,59.1727459440488,0.01457676072530445,24.7333201435208,95.51939802904847
125,José Ángel Natanael Naranjo Bueno,51,13,Maestría,0.965400116974059,29.576613119709585,38.9323921726521,21.761158539728186,60.48363552056498,2.2164548539860607,0.8178706992683527
126,Nicodemo del Gomila,58,5,Secundaria,0.8520108494883764,11.764622781423506,22.99573843069854,22.000015071414648,0.9806993534163921,49.0049824927412,70.00622733569611
127,Candelario Amat,51,11,Doctorado,0.9131846040910838,40.47915943205342,21.551539835284284,60.38716642123973,71.39343233434745,22.393119604021315,29.10006466994699
128,Donato Talavera Beltran,23,15,Universitario,0.847216167760015,28.402866820278227,39.9514298046816,40.67617068387297,23.492240182820833,58.202752320463034,47.85145895827162
129,Herminia Ferreras Plana,49,16,Técnico,0.47953055272128886,2.6055552795070103,41.01138832051573,17.726429877590355,37.998125177312936,81.7108112676771,56.984704694716385
130,Gloria Hervás Coloma,56,12,Secundaria,0.9240819340907634,88.57207804211107,44.236479916319226,78.73970396737204,38.04375142735038,51.12199156446098,56.152183458894164
131,Victoriano Campillo Rodríguez,42,13,Doctorado,0.9694728204271883,88.60190180435904,86.8759386727768,20.024303650123056,84.64224183598917,64.50293448834077,77.62776907787277
132,Chus del Ayllón,58,6,Maestría,0.5025669767893975,20.918225291347404,61.125450642275744,32.164083464839855,10.209276089295427,66.61523958274078,82.38308186185802
133,Diana de Sastre,34,13,Universitario,0.1756247813288382,16.287222816434788,2.043316607152501,6.142943877810425,66.68969533502626,82.05344966050687,7.334935972139922
134,Salvador Sobrino Molins,48,14,Técnico,0.6586225089630944,54.72927643469817,51.90992417621837,70.1372113102662,98.12568291942038,68.7926808978413,70.30089140458794
135,María José Vargas Roldan,55,11,Secundaria,0.9754382898535706,63.075350298143086,76.24512959857546,27.52779276021472,2.2384429137610296,97.61721517915817,39.905749395486964
136,Itziar de Taboada,32,16,Maestría,0.872146859858875,95.75425574470728,5.641430664451718,23.286696234834114,96.58941987618161,45.62112530893672,81.85892711946087
137,Dora Huertas Lluch,51,8,Técnico,0.8618151761459075,37.734845663981254,42.26078792741066,30.335828602225344,1.8404728943539617,5.025837352701535,60.88903711781624
138,Julieta Haro,26,14,Doctorado,0.933818016807282,61.82003428645584,45.121014325756704,87.41305329727079,84.11494584590625,39.402690348224866,1.0236431290477577
139,Isidro Berenguer-Macias,41,11,Doctorado,0.8939522605525471,87.81810458043095,95.40204523357757,51.80185704728307,96.12444196591092,83.9878042653229,66.64650863688071
140,Elías del Montenegro,47,1,Maestría,0.7762816640182929,44.995378578084996,47.56839537829604,15.78847298671966,99.30273822719167,13.306765337133585,92.57102408562345
141,Anita de Contreras,21,4,Doctorado,0.7182728321618272,12.234575115732603,74.99002626622023,77.44808872846787,45.912134097055215,73.5939852580397,8.309690318068085
142,Gregorio de Gargallo,25,12,Universitario,0.26476717374475434,37.744728582997425,30.290204520905284,20.84532456294853,86.69575062502106,53.56614582921287,49.4230727413689
143,Hipólito Ramón Muro,47,19,Maestría,0.6213400214284492,13.65669267033004,77.93066511884315,41.247614818957345,12.233954302960504,90.06660970763872,62.58535064496843
144,Josefa del Barrios,47,7,Doctorado,0.5214886217058895,1.6639464201950283,32.26623664973406,56.80758192478618,42.53843386142614,73.11896667182012,19.58635523057447
145,Sigfrido Rivera,39,13,Secundaria,0.8619440915809912,75.15530563490262,43.00235873450098,58.444291472971,30.79749761830265,66.0524110566053,65.06915516333056
146,Yolanda Aller Pintor,49,14,Doctorado,0.491712573490072,23.842370049535553,47.948227781169784,6.903211650727137,39.517705060707854,88.68779292983335,4.979845925443294
147,Adelaida Ortiz Martín,30,10,Universitario,0.1277427635426891,0.2007045838974042,92.63629694180113,83.68044917030427,70.19808522643922,90.82199272930845,90.56792592796306
148,Tamara Rius Giménez,47,0,Técnico,0.004972485322349174,87.2432357535145,5.345354780486755,47.94307599378621,8.748020004275524,38.49167044353056,76.26538483082315
149,Constanza Llamas Ruano,44,2,Técnico,0.6778731204686652,44.37888384909059,19.686715101080722,98.92606997178926,99.81639603286298,92.78473118440532,94.10234655606867
150,Albina Porcel Navarrete,58,16,Doctorado,0.5499083871271615,23.88598796332252,70.57427461975038,71.74424079475922,63.50671590369197,5.46980018628177,41.842642390029894
151,Paloma Dalmau Solsona,52,18,Técnico,0.33096290435844833,26.278997235541922,57.75776598819687,99.25689042839181,87.3517586572262,76.25666278868462,3.420384269037602
152,María Amores Prada,20,13,Doctorado,0.16897215003789035,24.053789330505026,25.153139041497585,45.347524806510954,82.96955652387791,33.65309421156832,34.15340877410436
153,Marcela Amores-Blanes,46,7,Universitario,0.4667153224039021,19.4556161189272,28.92008874910048,14.0781407240678,76.59975440388064,48.73969455657107,51.57515497559167
154,Bernarda Serrano Espada,32,12,Técnico,0.10028647247890565,84.12262245742964,36.73094856086799,72.7309377029647,3.9223531124082722,83.5749886014123,93.58718750448688
155,Eladio Pinilla Morán,22,19,Secundaria,0.3361084892211431,17.033163436986953,45.034694933032846,77.77602824831163,51.64670765835401,63.70387238658145,88.30664867445309
156,Javi Morillo,58,2,Doctorado,0.3792119062356344,56.18546838793986,81.8027323252778,85.28352678824957,32.81483762145068,45.74910245334291,59.40717916067258
157,Pía Pinilla Lobo,25,4,Técnico,0.46561869483796214,7.732024467218734,1.3815476471962573,30.14490256063107,11.293911582184023,16.393324278323085,72.97522521435712
158,Dolores Bilbao Sosa,27,8,Universitario,0.46662075133884684,94.95213761786002,89.80197412134784,51.0683984115327,34.29902064199032,93.92647955104452,95.38982922036895
159,Reinaldo Azorin Olmo,46,5,Universitario,0.25700564347427723,60.33139044459218,41.302711163152814,85.7505573360398,64.48030373081824,33.24774765413099,85.05915924618317
160,Moreno de Arjona,28,1,Secundaria,0.8502109816019876,90.31525112022932,23.049751756641314,86.47362366118992,23.06264286221442,10.116152362680852,65.88193950376835
161,Duilio Flores Almagro,56,12,Universitario,0.3555435062567456,39.78777794754952,50.84126995273452,2.568384305614091,44.45954292225463,56.414674716311744,54.00551569225348
162,Calista Dafne Cases Sáenz,52,4,Universitario,0.22958730889251633,81.06720567624114,65.96700426995783,67.09167840534916,40.44942436286503,40.62797912114571,47.604076189597336
163,Lope Gibert Sola,43,7,Técnico,0.17580988341059023,85.36544794493112,4.475221919360351,60.168734957078186,5.246296280641117,59.051116043730545,75.66097476347265
164,Rodolfo Peinado-Diez,34,0,Doctorado,0.3225783945033356,70.29492911786699,71.57773516660826,8.333777736120584,62.80825293828008,23.35299623676321,80.87730151859434
165,María Dolores Piedad Carbó Céspedes,51,19,Maestría,0.06755288297753437,9.294746645370633,76.07611875838624,93.01360795119595,61.884690229253394,37.87288650937203,21.764400204055235
166,Baltasar Luis Miguel Amigó Mesa,51,11,Universitario,0.03290752298097166,1.608008640590597,16.61822843234193,44.537229384257046,96.64145052470047,97.2508373716378,47.402511305727
167,Nicolasa Perez-Puente,43,10,Universitario,0.6051421968028677,16.85596720562218,16.78814283769029,67.42577101274053,29.800521663147705,93.65362090373306,77.1152689414402
168,Anselmo Herrero,31,6,Maestría,0.61914713604919,11.809675696667842,20.378455454087685,88.27977955031156,41.895102864202094,86.438174381506,67.57074981966194
169,Pablo Mata Carrillo,58,14,Universitario,0.5295882026382897,72.51376641998436,79.66287120673037,13.012107086388502,40.36376223494131,77.91208624090574,59.157682076975746
170,Ricarda Armengol-Olivera,21,10,Técnico,0.7622851952317243,55.70068206893427,27.200305593118912,85.5843143504734,91.97439009857786,15.655977486800365,32.37265270148642
